user_id,genre_preference,avg_energy,avg_valence,avg_danceability,avg_tempo,sessions_per_month,tier,acquisition_channel,cpa_eur,monthly_revenue_eur,subscription_start,subscription_end,months_active,total_revenue_eur,churned,monthly_churn_prob,cohort_month
U004196,pop,0.682,0.595,0.682,120.0,14,monthly,Paid Search,25.75,9.99,2024-02-24,,11,109.89,0,0.0446,2024-02
U004197,pop,0.725,0.704,0.765,120.0,8,free_trial,Paid Social,21.24,0.0,2024-04-11,2024-05-11,2,0.0,1,0.4125,2024-04
U004198,pop,0.721,0.551,0.806,120.0,12,annual,Paid Search,28.93,7.99,2023-05-08,,21,167.79,0,0.0127,2023-05
U004199,pop,0.67,0.589,0.701,120.0,18,annual,Paid Social,22.82,7.99,2023-12-15,,13,103.87,0,0.0127,2023-12
U004200,pop,0.789,0.585,0.81,120.0,7,annual,Direct,3.33,7.99,2024-06-29,,7,55.93,0,0.015,2024-06
U004201,pop,0.749,0.561,0.764,120.0,9,annual,Organic Search,8.6,7.99,2023-01-26,,24,191.76,0,0.015,2023-01
U004202,pop,0.708,0.759,0.843,120.0,17,annual,Paid Social,16.73,7.99,2023-08-20,2024-08-14,13,103.87,1,0.0127,2023-08
U004203,pop,0.653,0.585,0.777,120.0,8,monthly,Organic Search,4.77,9.99,2023-01-21,,24,239.76,0,0.0525,2023-01
U004204,pop,0.842,0.656,0.784,120.0,12,monthly,Direct,3.27,9.99,2023-06-16,,19,189.81,0,0.0446,2023-06
U004205,pop,0.757,0.765,0.685,120.0,11,free_trial,Paid Social,16.9,0.0,2023-03-09,2023-03-09,1,0.0,1,0.3506,2023-03
U004206,pop,0.813,0.776,0.672,120.0,9,monthly,Paid Social,20.13,9.99,2023-08-15,2023-12-13,5,49.95,1,0.0525,2023-08
U004207,pop,0.676,0.623,0.691,120.0,9,monthly,Paid Social,11.49,9.99,2024-02-26,,11,109.89,0,0.0525,2024-02
U004208,pop,0.847,0.614,0.65,120.0,18,annual,Organic Search,5.13,7.99,2024-02-06,,11,87.89,0,0.0127,2024-02
U004209,pop,0.655,0.782,0.798,120.0,11,free_trial,Direct,0.5,0.0,2024-04-06,2024-05-06,2,0.0,1,0.3506,2024-04
U004210,pop,0.725,0.778,0.701,120.0,14,monthly,Paid Social,20.47,9.99,2023-11-30,2023-11-30,1,9.99,1,0.0446,2023-11
U004211,pop,0.732,0.735,0.667,120.0,8,free_trial,Organic Search,7.52,0.0,2023-07-28,2023-09-26,3,0.0,1,0.4125,2023-07
U004212,pop,0.712,0.597,0.685,120.0,12,monthly,Paid Search,28.18,9.99,2023-03-21,2024-07-13,17,169.83,1,0.0446,2023-03
U004213,pop,0.753,0.562,0.67,120.0,9,monthly,Organic Search,4.99,9.99,2024-06-27,2024-12-24,7,69.93,1,0.0525,2024-06
U004214,pop,0.655,0.726,0.69,120.0,16,annual,Paid Search,17.08,7.99,2024-01-28,,12,95.88,0,0.0127,2024-01
U004215,pop,0.79,0.609,0.818,120.0,15,free_trial,Organic Search,6.95,0.0,2024-01-11,2024-01-11,1,0.0,1,0.3506,2024-01
U004216,pop,0.651,0.742,0.687,120.0,5,monthly,Referral,4.82,9.99,2023-03-01,,23,229.77,0,0.0525,2023-03
U004217,pop,0.789,0.799,0.704,120.0,13,annual,Paid Search,28.84,7.99,2023-07-14,,18,143.82,0,0.0127,2023-07
U004218,pop,0.762,0.686,0.805,120.0,10,monthly,Paid Social,13.26,9.99,2023-05-01,,21,209.79,0,0.0446,2023-05
U004219,pop,0.654,0.62,0.658,120.0,12,annual,Paid Social,19.81,7.99,2023-03-13,,22,175.78,0,0.017,2023-03
U004220,pop,0.656,0.73,0.806,120.0,14,free_trial,Direct,1.01,0.0,2023-06-26,2023-08-25,3,0.0,1,0.3506,2023-06
U004221,pop,0.758,0.576,0.693,120.0,14,monthly,Direct,0.76,9.99,2024-04-15,,9,89.91,0,0.0446,2024-04
U004222,pop,0.796,0.673,0.806,120.0,10,free_trial,Organic Search,7.33,0.0,2023-02-28,2023-04-29,3,0.0,1,0.3506,2023-02
U004223,pop,0.691,0.63,0.653,120.0,15,monthly,Referral,5.1,9.99,2023-12-12,,13,129.87,0,0.0446,2023-12
U004224,pop,0.742,0.617,0.777,120.0,16,monthly,Referral,4.44,9.99,2023-08-01,,18,179.82,0,0.0446,2023-08
U004225,pop,0.79,0.64,0.751,120.0,10,monthly,Paid Social,17.36,9.99,2024-04-18,2024-04-18,1,9.99,1,0.0446,2024-04
U004226,pop,0.751,0.687,0.78,120.0,9,monthly,Organic Search,4.95,9.99,2023-06-26,2024-10-18,17,169.83,1,0.0525,2023-06
U004227,pop,0.752,0.706,0.832,120.0,13,monthly,Referral,4.23,9.99,2023-12-11,2024-02-09,3,29.97,1,0.0446,2023-12
U004228,pop,0.727,0.6,0.658,120.0,9,annual,Paid Social,20.15,7.99,2023-08-26,,17,135.83,0,0.015,2023-08
U004229,pop,0.674,0.701,0.789,120.0,16,free_trial,Direct,1.91,0.0,2024-02-01,2024-02-01,1,0.0,1,0.3506,2024-02
U004230,pop,0.676,0.59,0.815,120.0,11,annual,Paid Social,15.96,7.99,2024-05-11,,8,63.92,0,0.0127,2024-05
U004231,pop,0.684,0.74,0.664,120.0,20,monthly,Paid Social,12.65,9.99,2023-06-11,,19,189.81,0,0.0315,2023-06
U004232,pop,0.763,0.761,0.73,120.0,12,free_trial,Paid Social,18.81,0.0,2023-11-11,2023-11-11,1,0.0,1,0.3506,2023-11
U004233,pop,0.83,0.616,0.671,120.0,11,free_trial,Paid Social,21.22,0.0,2023-02-11,2023-02-11,1,0.0,1,0.3506,2023-02
U004234,pop,0.794,0.638,0.7,120.0,13,annual,Paid Social,13.73,7.99,2023-04-14,2024-02-08,11,87.89,1,0.0127,2023-04
U004235,pop,0.672,0.692,0.802,120.0,11,free_trial,Direct,1.44,0.0,2023-08-13,2024-04-09,9,0.0,1,0.3506,2023-08
U004236,pop,0.67,0.576,0.74,120.0,12,monthly,Referral,5.57,9.99,2023-09-11,,16,159.84,0,0.0446,2023-09
U004237,pop,0.725,0.679,0.808,120.0,12,monthly,Paid Search,25.1,9.99,2024-02-06,2024-06-05,5,49.95,1,0.0446,2024-02
U004238,pop,0.655,0.777,0.823,120.0,13,monthly,Organic Search,7.44,9.99,2023-06-01,2024-12-22,20,199.8,1,0.0446,2023-06
U004239,pop,0.678,0.603,0.762,120.0,17,annual,Paid Search,20.0,7.99,2024-01-05,,13,103.87,0,0.0127,2024-01
U004240,pop,0.682,0.571,0.817,120.0,19,free_trial,Paid Search,16.66,0.0,2023-07-05,2023-10-03,4,0.0,1,0.3506,2023-07
U004241,pop,0.753,0.688,0.697,120.0,10,monthly,Paid Search,15.91,9.99,2023-10-14,,15,149.85,0,0.0446,2023-10
U004242,pop,0.693,0.643,0.775,120.0,7,monthly,Paid Social,14.42,9.99,2024-02-20,2024-02-20,1,9.99,1,0.0525,2024-02
U004243,pop,0.794,0.623,0.794,120.0,9,free_trial,Paid Social,19.7,0.0,2023-09-07,2023-11-06,3,0.0,1,0.4125,2023-09
U004244,pop,0.703,0.593,0.7,120.0,4,annual,Paid Social,15.2,7.99,2024-01-09,,12,95.88,0,0.0225,2024-01
U004245,pop,0.682,0.744,0.693,120.0,9,monthly,Organic Search,10.58,9.99,2024-04-17,2024-10-14,7,69.93,1,0.0525,2024-04
U004246,pop,0.762,0.719,0.713,120.0,9,monthly,Organic Search,6.49,9.99,2023-11-18,2024-09-13,11,109.89,1,0.0525,2023-11
U004247,pop,0.755,0.568,0.789,120.0,21,monthly,Organic Search,7.78,9.99,2024-01-15,,12,119.88,0,0.0315,2024-01
U004248,pop,0.712,0.556,0.731,120.0,9,annual,Paid Search,20.83,7.99,2023-01-21,,24,191.76,0,0.015,2023-01
U004249,pop,0.657,0.631,0.849,120.0,16,annual,Organic Search,6.12,7.99,2023-03-18,,22,175.78,0,0.0127,2023-03
U004250,pop,0.676,0.607,0.838,120.0,9,monthly,Organic Search,7.72,9.99,2023-09-05,,17,169.83,0,0.0525,2023-09
U004251,pop,0.689,0.627,0.802,120.0,14,annual,Direct,2.58,7.99,2023-11-26,,14,111.86,0,0.0127,2023-11
U004252,pop,0.77,0.621,0.755,120.0,10,annual,Paid Search,22.85,7.99,2023-06-27,2023-10-25,5,39.95,1,0.0127,2023-06
U004253,pop,0.81,0.58,0.731,120.0,16,annual,Paid Social,22.55,7.99,2023-12-17,,13,103.87,0,0.0127,2023-12
U004254,pop,0.726,0.747,0.715,120.0,10,monthly,Paid Social,13.31,9.99,2023-11-22,2024-11-16,13,129.87,1,0.0446,2023-11
U004255,pop,0.832,0.734,0.759,120.0,10,monthly,Organic Search,5.86,9.99,2023-06-29,,19,189.81,0,0.0446,2023-06
U004256,pop,0.733,0.613,0.816,120.0,14,monthly,Organic Search,7.11,9.99,2023-09-20,2024-11-13,15,149.85,1,0.0446,2023-09
U004257,pop,0.711,0.626,0.676,120.0,10,free_trial,Organic Search,4.83,0.0,2023-03-21,2023-03-21,1,0.0,1,0.3506,2023-03
U004258,pop,0.69,0.767,0.79,120.0,15,free_trial,Paid Social,17.98,0.0,2024-06-03,2024-06-03,1,0.0,1,0.3506,2024-06
U004259,pop,0.811,0.639,0.659,120.0,11,free_trial,Paid Search,21.63,0.0,2023-03-01,2023-03-01,1,0.0,1,0.3506,2023-03
U004260,pop,0.808,0.638,0.83,120.0,18,monthly,Direct,2.31,9.99,2024-05-27,,8,79.92,0,0.0446,2024-05
U004261,pop,0.768,0.69,0.808,120.0,10,monthly,Organic Search,7.01,9.99,2023-01-25,2023-11-21,11,109.89,1,0.0446,2023-01
U004262,pop,0.845,0.681,0.728,120.0,11,annual,Paid Social,14.36,7.99,2023-08-05,2024-05-01,10,79.9,1,0.0127,2023-08
U004263,pop,0.762,0.553,0.774,120.0,15,monthly,Paid Search,24.74,9.99,2023-11-20,2024-01-19,3,29.97,1,0.0446,2023-11
U004264,pop,0.819,0.697,0.845,120.0,11,monthly,Paid Social,19.99,9.99,2023-06-03,2024-05-28,13,129.87,1,0.0446,2023-06
U004265,pop,0.662,0.606,0.846,120.0,7,free_trial,Paid Search,28.82,0.0,2023-03-18,2023-06-16,4,0.0,1,0.4125,2023-03
U004266,pop,0.727,0.772,0.766,120.0,10,monthly,Referral,4.82,9.99,2023-09-27,2024-12-20,16,159.84,1,0.0446,2023-09
U004267,pop,0.768,0.605,0.717,120.0,8,monthly,Direct,1.1,9.99,2023-05-23,2023-09-20,5,49.95,1,0.0525,2023-05
U004268,pop,0.835,0.704,0.67,120.0,8,free_trial,Paid Social,13.92,0.0,2023-06-20,2023-06-20,1,0.0,1,0.4125,2023-06
U004269,pop,0.794,0.792,0.667,120.0,14,free_trial,Paid Social,20.89,0.0,2023-04-13,2023-05-13,2,0.0,1,0.3506,2023-04
U004270,pop,0.753,0.623,0.784,120.0,9,monthly,Paid Search,25.18,9.99,2023-04-18,2023-06-17,3,29.97,1,0.0525,2023-04
U004271,pop,0.71,0.554,0.786,120.0,11,monthly,Paid Social,25.15,9.99,2023-12-04,2024-02-02,3,29.97,1,0.0446,2023-12
U004272,pop,0.764,0.73,0.808,120.0,13,monthly,Referral,4.13,9.99,2023-02-12,2024-06-06,17,169.83,1,0.0446,2023-02
U004273,pop,0.761,0.575,0.79,120.0,14,annual,Paid Search,20.91,7.99,2024-03-01,,11,87.89,0,0.0127,2024-03
U004274,pop,0.728,0.645,0.751,120.0,22,monthly,Referral,4.76,9.99,2023-04-20,2024-01-15,10,99.9,1,0.0315,2023-04
U004275,pop,0.808,0.654,0.774,120.0,12,annual,Paid Search,24.5,7.99,2023-11-21,,14,111.86,0,0.0127,2023-11
U004276,pop,0.754,0.68,0.85,120.0,16,monthly,Paid Social,22.97,9.99,2023-04-23,2024-09-14,18,179.82,1,0.0446,2023-04
U004277,pop,0.688,0.637,0.661,120.0,5,monthly,Direct,2.08,9.99,2024-03-17,2024-06-15,4,39.96,1,0.0525,2024-03
U004278,pop,0.774,0.697,0.66,120.0,7,monthly,Paid Social,14.97,9.99,2023-04-18,2023-10-15,7,69.93,1,0.0525,2023-04
U004279,pop,0.77,0.671,0.721,120.0,14,annual,Referral,2.59,7.99,2023-08-09,,18,143.82,0,0.0127,2023-08
U004280,pop,0.733,0.598,0.681,120.0,15,free_trial,Organic Search,6.2,0.0,2024-04-23,2024-04-23,1,0.0,1,0.3506,2024-04
U004281,pop,0.819,0.662,0.653,120.0,11,annual,Organic Search,4.72,7.99,2023-09-22,,16,127.84,0,0.0127,2023-09
U004282,pop,0.771,0.687,0.817,120.0,9,annual,Paid Social,18.3,7.99,2023-09-12,,16,127.84,0,0.015,2023-09
U004283,pop,0.771,0.703,0.741,120.0,24,annual,Paid Social,19.91,7.99,2024-02-08,,11,87.89,0,0.009,2024-02
U004284,pop,0.759,0.759,0.786,120.0,12,monthly,Paid Social,13.3,9.99,2024-06-05,,7,69.93,0,0.0446,2024-06
U004285,pop,0.846,0.645,0.748,120.0,13,monthly,Paid Social,18.75,9.99,2023-10-12,,15,149.85,0,0.0446,2023-10
U004286,pop,0.681,0.607,0.762,120.0,9,free_trial,Paid Social,22.85,0.0,2023-12-05,2023-12-05,1,0.0,1,0.4125,2023-12
U004287,pop,0.666,0.589,0.718,120.0,14,monthly,Organic Search,5.97,9.99,2023-07-31,,18,179.82,0,0.0446,2023-07
U004288,pop,0.758,0.766,0.697,120.0,15,annual,Organic Search,8.66,7.99,2023-06-06,,20,159.8,0,0.0127,2023-06
U004289,pop,0.699,0.79,0.77,120.0,12,monthly,Organic Search,5.14,9.99,2023-07-14,2024-02-09,8,79.92,1,0.0446,2023-07
U004290,pop,0.827,0.581,0.785,120.0,12,annual,Paid Search,25.15,7.99,2023-08-12,,17,135.83,0,0.0127,2023-08
U004291,pop,0.749,0.591,0.709,120.0,10,monthly,Paid Search,21.05,9.99,2023-08-16,2023-09-15,2,19.98,1,0.0446,2023-08
U004292,pop,0.762,0.643,0.84,120.0,19,monthly,Referral,4.98,9.99,2023-07-26,2024-06-20,12,119.88,1,0.0446,2023-07
U004293,pop,0.711,0.612,0.662,120.0,9,monthly,Organic Search,4.12,9.99,2023-07-13,,18,179.82,0,0.0525,2023-07
U004294,pop,0.787,0.692,0.766,120.0,13,annual,Organic Search,7.24,7.99,2024-05-16,,8,63.92,0,0.0127,2024-05
U004295,pop,0.828,0.649,0.727,120.0,13,annual,Paid Search,15.82,7.99,2024-01-11,,12,95.88,0,0.0127,2024-01
U004296,pop,0.66,0.553,0.841,120.0,16,monthly,Referral,3.89,9.99,2023-03-13,2023-03-13,1,9.99,1,0.0446,2023-03
U004297,pop,0.808,0.553,0.664,120.0,12,monthly,Paid Social,18.24,9.99,2024-03-26,2024-07-24,5,49.95,1,0.0446,2024-03
U004298,pop,0.712,0.731,0.809,120.0,13,monthly,Organic Search,6.75,9.99,2023-12-20,,13,129.87,0,0.0446,2023-12
U004299,pop,0.734,0.685,0.698,120.0,12,monthly,Paid Social,13.01,9.99,2023-11-23,2024-12-17,14,139.86,1,0.0446,2023-11
U004300,pop,0.723,0.664,0.672,120.0,9,monthly,Paid Search,23.0,9.99,2023-10-20,2024-04-17,7,69.93,1,0.0525,2023-10
U004301,pop,0.778,0.702,0.779,120.0,10,monthly,Direct,2.98,9.99,2023-11-10,2023-12-10,2,19.98,1,0.0446,2023-11
U004302,pop,0.797,0.608,0.789,120.0,14,monthly,Organic Search,4.02,9.99,2023-06-10,,20,199.8,0,0.0446,2023-06
U004303,pop,0.719,0.591,0.8,120.0,9,annual,Paid Social,16.37,7.99,2024-03-17,,10,79.9,0,0.015,2024-03
U004304,pop,0.777,0.78,0.817,120.0,10,monthly,Paid Social,16.29,9.99,2023-05-13,,20,199.8,0,0.0446,2023-05
U004305,pop,0.682,0.637,0.798,120.0,11,free_trial,Direct,3.92,0.0,2023-03-20,2023-03-20,1,0.0,1,0.3506,2023-03
U004306,pop,0.797,0.678,0.687,120.0,18,monthly,Paid Search,16.92,9.99,2024-06-06,,7,69.93,0,0.0446,2024-06
U004307,pop,0.675,0.793,0.729,120.0,15,monthly,Paid Social,16.17,9.99,2024-03-03,,11,109.89,0,0.0446,2024-03
U004308,pop,0.748,0.676,0.836,120.0,15,annual,Organic Search,6.85,7.99,2023-10-05,2024-03-03,6,47.94,1,0.0127,2023-10
U004309,pop,0.773,0.602,0.782,120.0,14,monthly,Organic Search,7.8,9.99,2023-02-16,,23,229.77,0,0.0446,2023-02
U004310,pop,0.655,0.634,0.845,120.0,12,annual,Organic Search,4.48,7.99,2023-02-11,,23,183.77,0,0.0127,2023-02
U004311,pop,0.706,0.6,0.778,120.0,9,monthly,Direct,1.65,9.99,2024-04-05,,10,99.9,0,0.0525,2024-04
U004312,pop,0.744,0.612,0.794,120.0,10,annual,Paid Search,19.67,7.99,2023-07-10,,19,151.81,0,0.0127,2023-07
U004313,pop,0.724,0.747,0.795,120.0,11,monthly,Organic Search,3.99,9.99,2023-04-10,,22,219.78,0,0.0446,2023-04
U004314,pop,0.84,0.684,0.755,120.0,15,monthly,Direct,1.25,9.99,2023-12-09,,13,129.87,0,0.0446,2023-12
U004315,pop,0.697,0.596,0.809,120.0,11,monthly,Paid Social,12.64,9.99,2023-08-19,,17,169.83,0,0.0446,2023-08
U004316,pop,0.775,0.678,0.661,120.0,11,monthly,Paid Search,29.87,9.99,2023-02-16,2023-02-16,1,9.99,1,0.0446,2023-02
U004317,pop,0.836,0.602,0.706,120.0,13,monthly,Paid Social,16.87,9.99,2024-01-26,2024-02-25,2,19.98,1,0.0446,2024-01
U004318,pop,0.804,0.575,0.771,120.0,10,annual,Organic Search,8.01,7.99,2023-01-17,,24,191.76,0,0.0127,2023-01
U004319,pop,0.687,0.721,0.819,120.0,15,monthly,Referral,6.4,9.99,2023-06-09,,20,199.8,0,0.0446,2023-06
U004320,pop,0.79,0.692,0.672,120.0,11,annual,Paid Social,23.52,7.99,2024-06-03,,8,63.92,0,0.0127,2024-06
U004321,pop,0.759,0.682,0.82,120.0,11,annual,Paid Social,17.05,7.99,2023-08-24,,17,135.83,0,0.0127,2023-08
U004322,pop,0.796,0.58,0.704,120.0,7,annual,Organic Search,4.69,7.99,2024-05-25,,8,63.92,0,0.015,2024-05
U004323,pop,0.718,0.601,0.734,120.0,9,free_trial,Organic Search,4.22,0.0,2023-09-19,2023-09-19,1,0.0,1,0.4125,2023-09
U004324,pop,0.819,0.659,0.797,120.0,3,monthly,Referral,4.98,9.99,2023-06-17,,19,189.81,0,0.0788,2023-06
U004325,pop,0.801,0.772,0.722,120.0,16,annual,Paid Social,20.94,7.99,2023-01-09,,25,199.75,0,0.0127,2023-01
U004326,pop,0.791,0.638,0.749,120.0,9,monthly,Paid Search,23.87,9.99,2023-06-22,,19,189.81,0,0.0525,2023-06
U004327,pop,0.827,0.756,0.793,120.0,18,monthly,Paid Social,15.63,9.99,2024-02-03,,12,119.88,0,0.0446,2024-02
U004328,pop,0.656,0.593,0.741,120.0,14,monthly,Paid Social,14.09,9.99,2024-06-21,,7,69.93,0,0.0446,2024-06
U004329,pop,0.843,0.584,0.772,120.0,8,monthly,Paid Search,19.63,9.99,2023-10-16,2024-01-14,4,39.96,1,0.0525,2023-10
U004330,pop,0.761,0.643,0.793,120.0,14,free_trial,Referral,4.32,0.0,2023-03-14,2023-11-09,9,0.0,1,0.3506,2023-03
U004331,pop,0.771,0.551,0.729,120.0,12,monthly,Paid Search,20.89,9.99,2023-09-04,2024-10-28,15,149.85,1,0.0446,2023-09
U004332,pop,0.653,0.709,0.736,120.0,13,monthly,Organic Search,7.51,9.99,2024-01-02,2024-12-27,13,129.87,1,0.0446,2024-01
U004333,pop,0.712,0.596,0.749,120.0,16,annual,Referral,3.1,7.99,2024-05-15,,8,63.92,0,0.0127,2024-05
U004334,pop,0.779,0.704,0.663,120.0,9,monthly,Direct,2.56,9.99,2024-01-26,,12,119.88,0,0.0525,2024-01
U004335,pop,0.721,0.66,0.705,120.0,12,annual,Paid Social,13.94,7.99,2024-03-19,2024-09-15,7,55.93,1,0.0127,2024-03
U004336,pop,0.84,0.756,0.693,120.0,6,free_trial,Organic Search,5.6,0.0,2023-11-05,2024-05-03,7,0.0,1,0.4125,2023-11
U004337,pop,0.791,0.57,0.728,120.0,9,free_trial,Paid Social,15.46,0.0,2023-09-22,2024-01-20,5,0.0,1,0.4125,2023-09
U004338,pop,0.668,0.696,0.738,120.0,5,monthly,Paid Social,19.81,9.99,2023-05-03,,21,209.79,0,0.0525,2023-05
U004339,pop,0.812,0.589,0.764,120.0,16,monthly,Paid Search,34.31,9.99,2023-10-20,2024-01-18,4,39.96,1,0.0446,2023-10
U004340,pop,0.784,0.578,0.693,120.0,14,monthly,Direct,2.87,9.99,2023-09-12,,16,159.84,0,0.0446,2023-09
U004341,pop,0.707,0.564,0.679,120.0,13,annual,Referral,5.01,7.99,2024-01-19,2024-04-18,4,31.96,1,0.0127,2024-01
U004342,pop,0.802,0.667,0.684,120.0,13,monthly,Organic Search,9.05,9.99,2023-03-27,2024-11-16,21,209.79,1,0.0446,2023-03
U004343,pop,0.716,0.758,0.655,120.0,7,monthly,Organic Search,3.51,9.99,2023-10-04,,16,159.84,0,0.0525,2023-10
U004344,pop,0.719,0.601,0.737,120.0,11,annual,Paid Social,16.39,7.99,2024-01-13,,12,95.88,0,0.0127,2024-01
U004345,pop,0.76,0.743,0.674,120.0,10,annual,Paid Search,20.68,7.99,2023-07-21,,18,143.82,0,0.0127,2023-07
U004346,pop,0.679,0.659,0.794,120.0,17,monthly,Paid Social,17.8,9.99,2023-11-18,,14,139.86,0,0.0446,2023-11
U004347,pop,0.824,0.797,0.761,120.0,7,free_trial,Direct,3.32,0.0,2023-05-21,2023-05-21,1,0.0,1,0.4125,2023-05
U004348,pop,0.825,0.79,0.694,120.0,10,monthly,Organic Search,6.75,9.99,2023-06-21,,19,189.81,0,0.0446,2023-06
U004349,pop,0.669,0.656,0.713,120.0,10,monthly,Organic Search,8.73,9.99,2024-06-20,,7,69.93,0,0.0446,2024-06
U004350,pop,0.728,0.563,0.665,120.0,11,monthly,Organic Search,3.47,9.99,2024-02-14,,11,109.89,0,0.0446,2024-02
U004351,pop,0.67,0.62,0.832,120.0,10,annual,Paid Social,20.91,7.99,2023-08-21,,17,135.83,0,0.0127,2023-08
U004352,pop,0.657,0.75,0.652,120.0,18,annual,Paid Search,27.02,7.99,2024-05-05,,9,71.91,0,0.0127,2024-05
U004353,pop,0.725,0.582,0.722,120.0,7,monthly,Referral,4.0,9.99,2023-06-07,2023-11-04,6,59.94,1,0.0525,2023-06
U004354,pop,0.758,0.701,0.661,120.0,10,monthly,Direct,1.69,9.99,2023-11-09,2024-03-08,5,49.95,1,0.0446,2023-11
U004355,pop,0.681,0.589,0.786,120.0,12,monthly,Paid Social,19.97,9.99,2024-05-26,2024-12-22,8,79.92,1,0.0446,2024-05
U004356,pop,0.716,0.572,0.68,120.0,9,monthly,Paid Social,14.75,9.99,2024-03-14,,10,99.9,0,0.0525,2024-03
U004357,pop,0.708,0.752,0.75,120.0,16,monthly,Paid Search,19.48,9.99,2023-10-28,,15,149.85,0,0.0446,2023-10
U004358,pop,0.845,0.703,0.792,120.0,12,annual,Paid Social,25.55,7.99,2024-05-01,2024-09-28,6,47.94,1,0.0127,2024-05
U004359,pop,0.825,0.75,0.677,120.0,9,free_trial,Organic Search,5.16,0.0,2023-09-07,2023-09-07,1,0.0,1,0.4125,2023-09
U004360,pop,0.843,0.603,0.672,120.0,9,free_trial,Organic Search,6.93,0.0,2023-11-09,2023-11-09,1,0.0,1,0.4125,2023-11
U004361,pop,0.772,0.717,0.676,120.0,8,free_trial,Referral,3.36,0.0,2023-12-05,2024-03-04,4,0.0,1,0.4125,2023-12
U004362,pop,0.702,0.615,0.701,120.0,11,monthly,Paid Search,17.45,9.99,2024-02-08,2024-06-07,5,49.95,1,0.0446,2024-02
U004363,pop,0.75,0.653,0.846,120.0,18,monthly,Referral,1.91,9.99,2023-07-27,,18,179.82,0,0.0446,2023-07
U004364,pop,0.816,0.599,0.742,120.0,13,free_trial,Paid Search,19.57,0.0,2024-06-13,2024-07-13,2,0.0,1,0.3506,2024-06
U004365,pop,0.709,0.681,0.726,120.0,8,monthly,Paid Search,27.05,9.99,2023-06-13,2023-11-10,6,59.94,1,0.0525,2023-06
U004366,pop,0.714,0.712,0.833,120.0,10,monthly,Paid Search,23.31,9.99,2023-10-04,2024-08-29,12,119.88,1,0.0446,2023-10
U004367,pop,0.678,0.617,0.719,120.0,11,monthly,Paid Search,19.7,9.99,2023-09-24,2024-02-21,6,59.94,1,0.0446,2023-09
U004368,pop,0.765,0.561,0.755,120.0,16,annual,Organic Search,5.92,7.99,2023-10-22,2024-01-20,4,31.96,1,0.0127,2023-10
U004369,pop,0.728,0.716,0.712,120.0,12,monthly,Paid Search,25.1,9.99,2023-10-19,2024-05-16,8,79.92,1,0.0446,2023-10
U004370,pop,0.771,0.671,0.776,120.0,14,monthly,Organic Search,5.83,9.99,2023-12-01,2024-01-30,3,29.97,1,0.0446,2023-12
U004371,pop,0.723,0.583,0.825,120.0,8,annual,Paid Social,14.59,7.99,2023-12-29,,13,103.87,0,0.015,2023-12
U004372,pop,0.713,0.688,0.668,120.0,7,free_trial,Organic Search,0.78,0.0,2023-02-05,2023-02-05,1,0.0,1,0.4125,2023-02
U004373,pop,0.692,0.763,0.747,120.0,12,annual,Paid Search,21.37,7.99,2023-07-31,2023-09-29,3,23.97,1,0.0127,2023-07
U004374,pop,0.769,0.566,0.785,120.0,15,annual,Paid Social,25.21,7.99,2023-04-11,,22,175.78,0,0.0127,2023-04
U004375,pop,0.782,0.587,0.685,120.0,10,monthly,Paid Search,18.49,9.99,2024-05-09,,8,79.92,0,0.0446,2024-05
U004376,pop,0.748,0.586,0.794,120.0,7,monthly,Referral,2.54,9.99,2023-06-22,,19,189.81,0,0.0525,2023-06
U004377,pop,0.71,0.702,0.668,120.0,9,monthly,Direct,0.84,9.99,2023-03-04,2023-08-31,7,69.93,1,0.0525,2023-03
U004378,pop,0.808,0.749,0.714,120.0,10,monthly,Referral,3.48,9.99,2023-04-13,2024-10-04,19,189.81,1,0.0446,2023-04
U004379,pop,0.719,0.749,0.757,120.0,14,monthly,Referral,4.8,9.99,2023-05-11,,21,209.79,0,0.0446,2023-05
U004380,pop,0.785,0.799,0.791,120.0,20,monthly,Paid Search,25.74,9.99,2024-06-28,,7,69.93,0,0.0315,2024-06
U004381,pop,0.654,0.713,0.831,120.0,14,monthly,Direct,1.2,9.99,2023-05-25,,20,199.8,0,0.0446,2023-05
U004382,pop,0.838,0.609,0.712,120.0,7,annual,Organic Search,6.51,7.99,2023-03-20,,22,175.78,0,0.015,2023-03
U004383,pop,0.654,0.57,0.765,120.0,11,monthly,Organic Search,7.27,9.99,2023-08-21,,17,169.83,0,0.0446,2023-08
U004384,pop,0.805,0.647,0.723,120.0,16,monthly,Referral,5.12,9.99,2023-01-11,,25,249.75,0,0.0446,2023-01
U004385,pop,0.741,0.69,0.708,120.0,8,annual,Organic Search,7.94,7.99,2024-06-29,,7,55.93,0,0.015,2024-06
U004386,pop,0.762,0.625,0.74,120.0,11,monthly,Paid Social,16.68,9.99,2023-12-31,,13,129.87,0,0.0446,2023-12
U004387,pop,0.706,0.733,0.666,120.0,15,free_trial,Paid Search,17.31,0.0,2024-02-03,2024-03-04,2,0.0,1,0.3506,2024-02
U004388,pop,0.776,0.62,0.804,120.0,11,free_trial,Paid Social,20.02,0.0,2024-01-14,2024-01-14,1,0.0,1,0.3506,2024-01
U004389,pop,0.664,0.704,0.818,120.0,13,monthly,Paid Social,18.61,9.99,2024-04-07,,9,89.91,0,0.0446,2024-04
